,Email,Avatar,Avg_Session_Length,Time on App,Time on Website,Length of Membership,Yearly Amount Spent,Gender,pincode,state,Total Time,Cluster
48,dongarcia@hotmail.com,MediumBlue,33.11721873299479,-0.1896472165686685,-0.4732324004483025,-0.33150129317031796,-0.24713805297072494,-1.1145189394387667,43746-4501,NC,-0.45208654648656066,2
55,amberchase@fowler.info,GreenYellow,33.92529660119954,-0.4669983445045787,-1.7912263129712291,-0.14165503580060515,-0.19739567031699295,-1.1145189394387667,52305-9696,LA,-1.5420941188793498,2
58,rjohns@gmail.com,DeepPink,32.84393022265517,-0.22170467350587128,-0.24412110011640828,-0.06164859522183351,-0.03361287101565059,0.8972480992593679,91517-8611,SD,-0.3167192519198611,2
59,john85@martin-morgan.com,Olive,33.75499472831927,0.011748338248712973,0.20879730901194654,0.43784816721325887,0.6064345724086584,0.8972480992593679,73568-0730,AA,0.1509796006682884,2
61,floresarthur@yahoo.com,Magenta,33.07653560709715,-2.4618624732119514,-0.5611344908312016,1.5504187844448882,0.09968433356211347,0.8972480992593679,14968-6590,CT,-2.044074615486671,2
66,tadams@contreras.info,Aqua,33.0787172146689,0.6476925877496325,-1.6860211534518752,0.46913276562492345,0.6851417154245167,0.8972480992593679,20210,MS,-0.7185687331082019,2
67,craigcastro@burgess.com,OrangeRed,32.80522040097184,-0.2184930367331469,-0.6789443398026918,-0.09403294698038422,-0.3786586110828021,0.8972480992593679,30132-2395,AZ,-0.6124780420849494,2
71,marc54@hotmail.com,SandyBrown,34.33589583979252,0.17765108929956455,-0.894773683512568,1.1628634895118206,1.2180006091727495,0.8972480992593679,27478,AP,-0.4933045111064935,2
77,paulkemp@yahoo.com,LightSalmon,33.14207932732039,-0.6233336479197991,-1.1570473930571177,0.9384372754795914,0.5738067824133483,0.8972480992593679,75496-3580,AE,-1.2129693847284875,2
84,stevenanderson@yahoo.com,LightGreen,34.65548567957987,-1.7261167684972325,-0.8947094987642227,0.864679561372611,0.4316364315923792,0.8972480992593679,86693-3595,NC,-1.7766413024658627,2
85,richard16@boyer-pratt.com,LightSteelBlue,31.80930031667919,-0.4206714953524041,-0.8696635439675849,1.5825835634265262,0.47274132908576355,0.8972480992593679,78116-0966,WV,-0.8794452650053001,2
87,erik46@hotmail.com,LemonChiffon,34.44787143648077,-1.4546251223711624,-0.2390838916544062,-0.16728592494701522,-0.32289939855628874,0.8972480992593679,40834-2664,AK,-1.1444125636685518,2
89,lance88@briggs.com,FireBrick,32.6055836415705,0.01643958821606041,-0.946474320619591,0.3846520399024407,0.07319081243881598,0.8972480992593679,88541-7817,AL,-0.637404740489084,2
92,beth76@yahoo.com,Crimson,33.47160052695171,-0.39288793441692327,-1.0007199036396632,0.4645939804121598,0.20842667486889072,-1.1145189394387667,08981,RI,-0.9505103051006204,2
94,raylopez@hotmail.com,DarkGoldenRod,32.19772379742183,-0.22377382850904332,-0.4225835093016813,0.6610015061381412,0.18646860418548783,-1.1145189394387667,07917,VA,-0.4403895722617369,2
99,jacqueline46@mcdonald-smith.biz,Gray,33.82635200907213,0.031819501377557485,-1.1591016021757674,-0.512672697693465,-0.05066667600190477,-1.1145189394387667,61004-0181,MD,-0.7727206092715846,2
106,afry@ford.biz,PaleTurquoise,32.29175610026302,0.13892815868214256,-0.8994583452149673,0.24878996822803318,-0.06010161550271116,0.8972480992593679,55074,IL,-0.5226184196165311,2
114,hailey18@yahoo.com,Lime,32.93133644189654,0.6843630198834624,-1.4459205638311265,1.9558837483783869,1.8020669005104806,-1.1145189394387667,16825,AL,-0.5293407023131306,2
117,dtaylor@webb.com,Orange,33.05926409135838,-0.3288068554379073,-1.051381220548649,1.4738974786950547,1.1833495010012725,-1.1145189394387667,85302,MP,-0.9420226865672648,2
120,qchristian@martinez-allen.com,GreenYellow,34.56938121869345,0.8079798091531957,-2.033688046955181,-0.24107909789823057,0.9717514243222862,0.8972480992593679,93089,VA,-0.8487225635331136,2
122,scastillo@hotmail.com,Moccasin,33.26833021768797,-0.9455681452587136,0.324425247706449,0.4861022556967722,0.18836880183634444,0.8972480992593679,96315,OH,-0.41514928224105724,2
126,angelaphillips@gmail.com,MintCream,32.65726859477812,-0.09521031329833893,-0.4217953531299764,0.5735814608300731,0.2210818957267444,-1.1145189394387667,57761-6570,SC,-0.35318145862903877,2
127,donald67@harrison.com,Lime,34.70932329613159,-1.410254416090754,0.0847577812316288,-0.3157399619328113,-0.3895770133667741,0.8972480992593679,95011,AS,-0.8926174644738434,2
130,lewisgabrielle@hotmail.com,LightSkyBlue,33.70040045682241,-0.1289672966986553,0.1828539751157932,0.3724301803416435,0.6767970991488756,-1.1145189394387667,51990-7596,WI,0.038344076718761,2
133,chelsea05@hansen.com,LightGray,32.45517628513712,0.7115044044779275,-0.45700164523145903,0.5988464709061143,0.5477034888076975,-1.1145189394387667,99974-1961,CO,0.16652451098312773,2
136,dawnlewis@watkins.org,Crimson,32.68612925611517,0.16387541634833366,-0.4617077109569889,0.36428169738640886,0.37755904108511723,0.8972480992593679,73514,MT,-0.20587123048543557,2
138,acontreras@hotmail.com,Sienna,33.5477479443078,-1.326114890925874,0.39419318194601427,0.33053315535619693,-0.29182179946349346,0.8972480992593679,02062-7953,DE,-0.6238837551431718,2
141,solischristina@gmail.com,SlateBlue,31.85125312860837,0.36897536649536994,-1.0726274451643438,-0.2822058217046994,-0.33219725777695935,-1.1145189394387667,15344,SC,-0.4861861312570903,2
145,linda90@yoder.org,WhiteSmoke,33.47719040300331,0.4385520552037087,-0.5369724541020362,-0.1882147376534263,0.0814926138856446,-1.1145189394387667,55870-2651,HI,-0.0722728226967031,2
147,micheleblanchard@lopez-greene.com,SlateGray,32.25590120444978,-1.5827104644857934,0.27561197476655336,0.9823527670555673,-0.24713819735867074,-1.1145189394387667,73709,PA,-0.8781088809066657,2
152,dominguezjacob@hotmail.com,CornflowerBlue,32.51021799444433,-1.0749391742328003,0.33289688695080966,1.8610187556112436,0.7140563157291107,0.8972480992593679,10652-9266,MH,-0.49655731360475347,2
154,nathan86@hotmail.com,MidnightBlue,36.13966248879052,-0.0022358599141683077,-0.09985580249572995,0.3319709286267315,1.217760592506058,0.8972480992593679,20799,UT,-0.06992453477176794,2
157,asilva@yahoo.com,Wheat,34.60331111938746,0.15586719391798487,-3.117055000064596,3.395075032754226,3.090887976491727,-1.1145189394387667,19026,AP,-2.0306096694600564,2
167,turnerryan@hotmail.com,LightSkyBlue,34.04663802802127,0.42484760315767317,-2.0035993232331375,0.5232155269700415,1.0055126004488912,0.8972480992593679,93969-4887,PA,-1.0863866040703374,2
169,mark94@yahoo.com,Salmon,32.65462160732388,-1.0069907798295963,0.5671882354556201,1.185683029423184,0.03073366472320368,0.8972480992593679,81374,MO,-0.2902242372276708,2
177,jacquelinehughes@bennett-branch.info,DeepPink,34.71345123397026,-0.3307277433882088,-0.24427256651113533,0.5553321518162363,0.7015390314212456,-1.1145189394387667,02456,DE,-0.3903183944941835,2
178,victoria53@hotmail.com,Pink,32.63587799818993,0.12694572206608362,-1.3731745656887662,0.5993256874410883,0.48537788845859925,-1.1145189394387667,62329,TX,-0.8552678865006692,2
180,jjones@yahoo.com,GreenYellow,32.23014911593311,-0.9747349306154286,0.8907960129562986,1.1926199036282834,0.22529186747966007,0.8972480992593679,98066,AR,-0.04675634275529519,2
184,marshchristopher@zimmerman-villegas.com,DarkRed,33.08852936621152,-0.19615424259716124,-0.9643708732392781,1.275084108646931,0.9838959617620057,0.8972480992593679,11815-2307,NC,-0.7929819372264403,2
188,nielsencarmen@harrell.net,DeepPink,32.28312306113335,-1.1577804249144743,-0.9571318564957878,1.2579065295225018,0.3196035825339038,-1.1145189394387667,92080-0819,FL,-1.4362799440883207,2
192,ethomas@yahoo.com,LightGreen,33.69489765096749,-0.8556183639384216,-1.5517737655494102,0.4833575592823911,0.07327024645688687,0.8972480992593679,32811-8325,RI,-1.6400097553705677,2
198,david81@hotmail.com,Thistle,33.50609228130936,-0.39533511444348385,0.21887295045208321,0.9468818436932421,0.7729638701984097,0.8972480992593679,63867-3426,PR,-0.11654279461387813,2
201,simmonsmartin@hardy.com,MediumVioletRed,34.00721197222165,0.44485068549453655,-1.0054563733362438,0.7986283637945814,1.1516146850161677,0.8972480992593679,30239-8144,WA,-0.3890135663155917,2
204,connerjoseph@gmail.com,Turquoise,34.59577669439264,-0.724914429920995,-1.5855548740786856,1.0099731525347553,0.8759154867643979,0.8972480992593679,66018-4092,AK,-1.5750442334239954,2
207,lewiskendra@yahoo.com,Yellow,33.3242405218497,-0.9745101571713479,-0.2817583630813091,1.215621782305001,0.792170995406595,-1.1145189394387667,37889,AL,-0.8499931154649952,2
211,karina59@gmail.com,PapayaWhip,34.08164619679617,0.05240978230024796,-0.9914030104951236,0.44182186341998764,0.6209910495350679,-1.1145189394387667,57367,FM,-0.6439396490438389,2
215,michael00@yahoo.com,DarkSlateGray,33.60579899891236,1.6437742804761315,-2.1481026255918354,-0.8496400337907349,0.37537028623909025,0.8972480992593679,88473,VT,-0.36368356849888134,2
217,bushsusan@hotmail.com,Moccasin,32.12236479579778,-0.6211650054998276,-0.829030480623342,1.3216571085421944,0.3738173870113251,-1.1145189394387667,78719-9628,HI,-0.986763113640991,2
219,longphillip@yahoo.com,LightGreen,31.73663568605028,-1.3128542582774732,-1.3093282516557208,1.3043134983377147,-0.030044540567991978,0.8972480992593679,52317-6007,ND,-1.7821305227562785,2
221,mfoster@brown-white.com,Cyan,33.63662445812838,-0.8215505556794612,0.608805110635255,1.7242169461638728,1.1626579260719094,0.8972480992593679,65851-6369,RI,-0.1366997768297058,2
223,floresbradley@hotmail.com,BlanchedAlmond,34.81498394372885,0.06288331057766404,-0.7644758357880509,0.8574704706536687,1.3254273459784731,0.8972480992593679,89465,MN,-0.48139755848322635,2
226,ocortez@gmail.com,MediumBlue,32.29964716350497,0.11690101995307395,0.013047092055428085,0.8714090812273503,0.6032269386456475,0.8972480992593679,23352,GA,0.08774545640041917,2
230,apark@walsh-obrien.net,DarkGreen,32.35147815076609,1.0598554562901203,-1.4716555321129539,0.10822199368411356,0.42432005255580046,0.8972480992593679,77162-0478,MD,-0.29384381196081155,2
235,gharrison@davis.com,MediumSpringGreen,33.17720466606038,-0.43264370110050826,-1.081301252230284,0.10080578675212055,0.023917766245686773,0.8972480992593679,08562,HI,-1.0325219109681438,2
241,karenosborne@yahoo.com,SlateBlue,32.68624509039022,0.5900844291776899,-0.9541808440706332,0.7655944904834633,0.910665828709711,-1.1145189394387667,77741-1307,GU,-0.2559756372401319,2
243,hallthomas@lane.com,DarkTurquoise,32.45455253755107,-0.23107109399110376,-0.11324630077154693,0.12373547732077028,-0.10997095718783208,0.8972480992593679,31756,FM,-0.23336312349020774,2
244,taylorkimberly@yahoo.com,Gainsboro,31.28344747605816,0.6777842001417289,-1.0844991689175603,1.4693123648908202,1.1669912636951072,-1.1145189394387667,33997-4450,AR,-0.2861438870814779,2
246,pvega@hotmail.com,LightCoral,31.90962682752274,-0.7100377459536161,-0.7298752592001845,1.7839650640965357,0.8093853947065159,-1.1145189394387667,92352-5044,MI,-0.978737330849144,2
249,anntaylor@hotmail.com,Teal,33.78015676329505,-0.1357721678112109,-0.2136863058801097,0.10170962235509265,0.2457542737294405,-1.1145189394387667,49814,AA,-0.2379371262438681,2
257,maureenlopez@gmail.com,SeaShell,35.53090414589862,-0.6778258069074052,-0.4203571933307104,0.4968479812083303,0.952013312629081,-1.1145189394387667,71749,OR,-0.7449527555369903,2
265,jasmin20@salas.com,HotPink,33.90271779446392,-0.38623978255352287,0.2781841352805268,0.7247699871594278,0.8602335443634239,-1.1145189394387667,52307,AR,-0.06977368936693591,2
273,jeremy00@yahoo.com,FloralWhite,33.55169913754013,0.10682145051502384,-0.48075509033621916,1.9238212684145135,1.7854655848935068,0.8972480992593679,24367-3001,NM,-0.2573833506955132,2
292,edward29@knapp.com,DarkOrange,33.37401692609311,-0.915259499233426,-1.1035865779731184,1.9243159232991875,1.0715443630025134,0.8972480992593679,19130-5133,SC,-1.3731351442838822,2
294,lschroeder@gmail.com,Ivory,33.7709000976483,-0.9046546307856893,0.17819521256901016,1.1980864202225985,0.7360352924561901,-1.1145189394387667,30379-2855,ND,-0.48775947759133675,2
296,fuenteskathryn@schmidt-johnson.org,Cyan,33.61256335498108,-0.5858947745444255,0.0012316715046642233,0.26951406026539215,0.08973033873892697,-1.1145189394387667,90412,SC,-0.39412342547166485,2
298,bradleysmith@barber.com,PaleVioletRed,33.6225918404558,-0.8911723906477442,-1.4203957043533635,1.932367276510765,1.1139052881345186,0.8972480992593679,20879,MS,-1.5739625765509373,2
304,bhamilton@shaw.biz,DarkOrchid,33.91401511732236,0.2154766404967137,-0.4808569254863547,-0.5108669633864619,-0.05839411257486895,0.8972480992593679,66143,FL,-0.1842057580794006,2
310,veronicapruitt@hotmail.com,Cyan,33.24850620315415,-0.3985980411853206,-0.5070346366125765,-0.17034354058989623,-0.24861639942675454,-1.1145189394387667,53747,AE,-0.616105846349723,2
311,davischristina@hotmail.com,SeaGreen,34.72908016563062,-0.08617404325072445,-0.5080340419643544,-0.5770065635233738,0.08605120753624187,-1.1145189394387667,99736,GA,-0.4061772369432495,2
313,david28@wallace-hill.org,LightBlue,33.3841105711181,0.6291787687292192,-1.424414355290152,0.1476400590764488,0.36593715518979847,0.8972480992593679,19151-0302,WI,-0.5518066690261539,2
322,suzanne63@gmail.com,LightSalmon,33.26463207316392,-1.3293685253357297,-0.9060660936743589,0.5540590247052382,-0.2656881225979273,-1.1145189394387667,00396,PA,-1.51696380712129,2
333,kday@gmail.com,Magenta,33.4855197629536,-0.16626979546308898,-1.1867504268375995,-0.32726850476756153,-0.008562328676616982,0.8972480992593679,93681,NH,-0.9252017867476967,2
342,pamelahampton@martin-cobb.com,DarkSeaGreen,32.34279623166797,-0.647230967319863,-1.2706204216199808,0.3395552936253372,-0.16697849995472905,-1.1145189394387667,39239-3790,MT,-1.3068949936162428,2
346,justin26@gmail.com,RosyBrown,32.76566458750661,0.4571593845129649,-1.2253648541485331,-0.40765415891543116,-0.13789933218440942,0.8972480992593679,58126,HI,-0.5313886149263132,2
352,kara33@gmail.com,LavenderBlush,34.93560510564431,-1.333106667518968,-0.1775700204317059,0.5159371170912452,0.41412549996964343,-1.1145189394387667,28632,MA,-1.0203468336974815,2
353,thomas22@yahoo.com,IndianRed,33.55165060797954,-0.1163817413385603,-1.1492996774715232,1.0116131336205758,0.7526188263721332,0.8972480992593679,65972,MT,-0.8659111312750609,2
354,david47@hotmail.com,DarkKhaki,32.38696867463189,0.6700495008964507,-1.913487204301871,-0.05248982471483051,0.11936413839791093,0.8972480992593679,70036,DE,-0.8593481629172667,2
363,tammy12@gmail.com,Chocolate,34.17951756796679,0.532670824057415,-1.6010065254360817,-0.3970764553779544,0.35929581690687873,-1.1145189394387667,97246,AK,-0.7378592857411089,2
366,yvaughn@meyer.com,OldLace,33.10035775077291,-0.22187985244212793,-0.21689804231416732,0.07891350685682909,0.03506625440710259,0.8972480992593679,12238,MI,-0.29818517256145044,2
369,david80@knight.com,MediumAquaMarine,34.3571962682044,-2.592283691873208,0.8376301145978373,1.5161722614105395,0.4120317576794966,0.8972480992593679,34271-8632,GA,-1.1736163618903055,2
370,aaron04@yahoo.com,SeaGreen,33.70511279750195,-1.9022041180696116,0.6959990428473419,1.2476608955760415,0.27672901866913757,0.8972480992593679,54429,AR,-0.8054553460431525,2
377,sarahtran@dixon.com,GoldenRod,35.03744996157605,-0.11734848830039257,-1.264536510552271,-0.2236964762383015,0.5001290172522657,-1.1145189394387667,52850,MN,-0.9455186023789489,2
380,martinezleah@carter.com,PaleGreen,33.38599019075222,0.7346642233136972,-1.4954989465821298,-0.30526962796316964,0.3593058376947314,0.8972480992593679,57784,TN,-0.5294004819507248,2
383,amanda03@yahoo.com,Brown,34.18818406101828,1.0848882990224,-1.6157966538220483,0.2575341256108493,1.0685089592187702,-1.1145189394387667,58819,MN,-0.3757283507483136,2
384,brandonsmith@yahoo.com,Gold,33.59396354804201,-0.5355517097387009,-0.8631329275121268,0.027801597518791396,-0.3127604625198298,0.8972480992593679,32092-6122,AZ,-0.9524145638964367,2
390,michaelcampbell@yahoo.com,Gray,35.86023651335309,-0.32402312962267216,-0.17662232853712775,-0.11745386620938607,0.5962311348656157,0.8972480992593679,39409-4561,OR,-0.33944734384403086,2
392,dwhite@gmail.com,OrangeRed,33.25823783380398,-0.5412077747834144,0.0669594416713253,1.1313322135359725,0.6287280433782414,0.8972480992593679,70033,DE,-0.3189646333873355,2
393,vancemichelle@gmail.com,DeepPink,32.31985797216731,0.3681207944888384,-0.8966112137181473,-0.3119179977955461,-0.20802629589042992,-1.1145189394387667,55275,NM,-0.3661627984992201,2
396,waltonkaren@gmail.com,Green,35.74266980593494,-1.1705952419159098,-1.4809726551617266,2.586191523446298,2.1539999032257473,-1.1145189394387667,26775-4339,NM,-1.8038339370973553,2
397,contrerastiffany@gmail.com,CadetBlue,34.01261946065637,0.8679661908818246,-1.004719261677388,-0.04550994534405738,0.6107867668318359,-1.1145189394387667,31655,AR,-0.10327506144603285,2
401,bushsharon@barber.com,DarkSeaGreen,33.24732220295966,-0.09671710771542691,-0.538000182467935,-0.08185181743967371,0.0891246346823349,-1.1145189394387667,68447-6306,AZ,-0.43381622324220903,2
405,potterkenneth@strickland.com,MediumSlateBlue,33.44155304475122,-0.8220920308981943,-0.007755605901740265,0.37165792094421696,0.11890770379290523,0.8972480992593679,21753-8834,ME,-0.559508035719299,2
408,stevenjohnson@yahoo.com,SandyBrown,33.00084964015205,-0.8273533453917038,-0.06454351680990446,0.2486702878670552,-0.397714949697155,0.8972480992593679,87584-5187,AP,-0.6019636790345038,2
409,johnsonchelsea@gmail.com,LightCyan,32.08838063044821,-0.14563108577107758,-1.8537532660613103,0.8177252105943945,0.16219800415843982,-1.1145189394387667,51480,AZ,-1.368292882516156,2
413,elizabethnunez@vasquez-nelson.net,Cornsilk,32.59209322575472,-1.7496309467189481,-0.3283043798070793,1.2598169401537838,-0.0773994297067648,-1.1145189394387667,01627-8037,OR,-1.40441425169878,2
416,victoriajohnson@gmail.com,DarkViolet,33.45430192604019,-1.0428015614608073,0.5714493930980269,0.6045800855620275,0.1479735545825438,-1.1145189394387667,99393-8910,HI,-0.3114456635432488,2
419,wesleyvance@moore.com,Magenta,33.71755461300513,-1.2540230228112774,-1.03828739384377,0.1680571016887091,-0.1990377912528803,-1.1145189394387667,84817,MO,-1.5567642434380426,2
425,whitetyler@anderson-avery.com,MidnightBlue,34.08026009173408,-0.46419506096831703,-0.5978803529926922,1.1213241189768246,0.9478291986997887,0.8972480992593679,60768-4837,MD,-0.7225704737107506,2
432,katherinegray@yahoo.com,Cyan,31.12397434991195,0.33630818775894816,-1.4149226925310283,0.7563278196403347,-0.1560789772450384,-1.1145189394387667,04469-3024,NE,-0.742735235817971,2
436,tinayoung@hotmail.com,MistyRose,35.43316530057876,-0.1412349034693219,-0.9616869786310424,0.46830858682422627,1.0571735459738851,-1.1145189394387667,29942,NJ,-0.7541204442753209,2
440,hortonrobert@hotmail.com,Salmon,33.20061634140451,-0.0870981176358908,-0.22676035538572922,0.015601371367379551,-0.0021945462524064043,0.8972480992593679,35357,KS,-0.21408247505720737,2
441,montgomerycheyenne@hotmail.com,FireBrick,32.53677489754807,-0.9374771323295128,-0.08031185875421405,0.5968210222429329,0.14167126821908474,0.8972480992593679,87794-1628,SC,-0.6870049153798435,2
445,aschmidt@johnson.biz,Blue,32.21292383005795,-0.32167715873002,-1.413098252522699,0.7997789102427492,0.17465765133145816,0.8972480992593679,47693-8164,AE,-1.1850506998463963,2
446,lisadelgado@gmail.com,Olive,33.49950610067555,-0.10661983924212229,-0.5687299758359502,0.4050987788577087,0.37711010984480015,-1.1145189394387667,53366-2375,OK,-0.4615467690126888,2
452,dbrown@gmail.com,Indigo,33.55210836340867,-0.9379757055955328,-0.2497027012076268,0.49520516559258515,0.2761551629372345,0.8972480992593679,64335,ME,-0.803400982666339,2
458,xkaufman@gmail.com,DarkViolet,35.37187609232446,-1.4901230372069074,-0.1964006069164268,0.6660345997929783,0.48717746707033466,-1.1145189394387667,68335,KS,-1.1390977426447833,2
461,arnoldsamuel@wilson.com,LightSkyBlue,32.77049215854934,-0.6853667488942026,-1.7820571239097756,0.501788792851113,0.04362993214897779,0.8972480992593679,79271-8205,CT,-1.6830197246016203,2
466,millerrachel@gallagher-nichols.com,Turquoise,34.21146128149797,-1.2909907814504895,-2.3880120056596956,1.4542480303100787,0.9897338790426089,-1.1145189394387667,67219-3123,AE,-2.506463596659185,2
471,prussell@lopez.com,Bisque,34.52301962071633,-0.6511315761804739,-0.6757695236101368,0.5086594648110538,0.5267314665120172,0.8972480992593679,63346,CA,-0.9019559789727897,2
475,austinthomas@gmail.com,AntiqueWhite,33.81173340621725,-0.8715878035338808,-0.7544021851148037,0.769860855722185,0.45443778316648475,0.8972480992593679,98525,AS,-1.104447428414014,2
477,ncummings@yahoo.com,Beige,31.06132515671613,0.30723293428441845,-0.8860062977377353,0.5568282969041144,-0.14840054045703185,0.8972480992593679,04730-6761,MA,-0.39994285880383285,2
478,hking@hotmail.com,PeachPuff,33.06976829928679,-0.29012879197726144,-0.18367872125623888,-0.01744057591512486,-0.1472549205077797,-1.1145189394387667,38722-6766,MS,-0.32143302912445654,2
480,christopher44@hotmail.com,WhiteSmoke,34.23824191192028,-0.5056154463700475,-1.2789936015175243,0.6508029676419619,0.6525990375216743,0.8972480992593679,76209-9339,CA,-1.2171651626397866,2
481,autumn88@mendoza-mills.com,MediumOrchid,32.04781463313985,0.43311814104795987,-1.5101082176966523,-0.13979954113256549,-0.02428813184815957,0.8972480992593679,52867-7617,KS,-0.7426904511334055,2
482,dhudson@ramos.net,Olive,30.97167564388777,-0.3233154322686133,-0.9766377936188856,0.8944430016407804,-0.0590067937351411,-1.1145189394387667,53959,CT,-0.8871095050613016,2
485,mooremichelle@logan.com,Pink,33.36938093820547,0.1711562911524805,-0.6985893686745394,-0.08659289993102694,0.20430812331648057,-1.1145189394387667,06013-9920,MO,-0.3632650252343348,2
486,aaron22@gmail.com,DarkGray,33.45229528019031,-0.046889434799738124,-0.5214078918888089,1.1808056949948407,0.9738518711146873,0.8972480992593679,78306-2717,IA,-0.3888576707387079,2
491,leonardhancock@hotmail.com,SeaShell,34.34392190842758,-0.36188298273761393,-0.24518743053267986,-0.08651766701302879,0.14119240130016406,0.8972480992593679,83788,MN,-0.41194780255670893,2
493,nathan84@lowery.net,MediumSeaGreen,32.06091439841006,0.5768552671645913,-1.5070195941977527,1.8821378430231233,1.6190899096104219,0.8972480992593679,35617,MO,-0.6436772110143785,2
496,katrina56@gmail.com,PaleVioletRed,34.70252897286158,-0.35918660731753926,0.12860339780396046,0.04313865598307016,0.37527362405926323,-1.1145189394387667,19320,CA,-0.1540232795548588,2
499,hannahwilson@davidson.com,DarkMagenta,33.71598091844986,0.368820661482785,-1.2773228754001367,-0.7996792566085175,-0.019377645829224705,-1.1145189394387667,55919-9528,OR,-0.6265397075021997,2
